id,userId,bankVersion,presentedOrder,startedAt,submittedAt,durationMs,attentionPassed
3c06bd4f-90b6-4aeb-b43d-bcfd8eae8abf,yhEmMoJQiSYRUgweXAdHafjXTuDckRjM,1,"[""b2874be3-7b30-4d92-bfad-af7264d174cb"", ""96d3be66-c884-4213-8cb0-2e53eab9cb5c"", ""d8fff866-2f71-4ac6-8757-5b33e976704c"", ""a2774a1d-728a-4d66-80c3-d9af11527109"", ""d307fcec-39ca-4d4d-94b0-e38c68b9c4ae"", ""1a4e26fb-097c-4d4b-b272-b16d528a16c0"", ""34440dbb-f3d1-4d69-91e9-edd26ec1b3de"", ""d9becdb2-90ad-47ef-b721-f33a8422ad9b"", ""75b3d0dc-1943-46b3-8914-f4f5fd40bda4"", ""5a3c5d44-c3af-4ddf-b50a-e9b5be7246e8"", ""c7875686-e5b6-4714-bb7f-b1130d497b1f"", ""2298bcfc-9ec6-44ce-914f-285df55c3fdd"", ""7e94195b-14e1-417f-aefc-bc807820b9d3"", ""f8336477-6b09-4f69-b190-80976061b5cc"", ""5474c79f-18d8-4098-a3a7-43f0cfc48ef8"", ""73b94ced-850b-471b-b87b-6f37cc51f514"", ""691e824b-698d-409e-a183-a1e92ec03d23"", ""7d46ca32-7e9c-4665-8983-d1dbc38b7208"", ""20db4087-40e2-4eaa-a155-947593ecc984"", ""37b78919-374a-4299-bac9-8bccb35d3149"", ""a4b2fb16-ce98-4559-a7f1-f3f343776201"", ""9d89cdd4-d816-4449-8654-6729a0697901"", ""2158aca2-34cd-4906-885e-19d3867e8328"", ""225b7c38-34ee-4879-a4b4-28e07ca25cbc"", ""f1927c69-80fc-4e48-a972-30de423dcf11"", ""540d11c6-2dc7-4bb1-b3cf-67a648ad4d5c"", ""1bcba191-7b07-4657-b2f0-e320e03c8ea5"", ""012e40bd-c8f5-4499-b79f-fd0183758e88"", ""ec99db7d-fa2f-45ad-9b46-6c0446072918"", ""fbbe10c1-8c33-4fb6-9240-46098168d815"", ""2c4419e9-ac35-4e5a-beb2-d82147902608"", ""12cdeff3-5a55-48b7-b7e3-74efa595f613"", ""1cc3f16f-dc55-4514-a9e4-42cc450053ff""]",2025-10-17 04:59:59.267,2025-10-17 05:15:55.363,956096,t
56727cb9-0033-4f8f-ab82-c9fb024186e2,HQn4rilfso6ejiP4XdQesT0EMVyf9g6t,1,"[""1bcba191-7b07-4657-b2f0-e320e03c8ea5"", ""f1927c69-80fc-4e48-a972-30de423dcf11"", ""12cdeff3-5a55-48b7-b7e3-74efa595f613"", ""691e824b-698d-409e-a183-a1e92ec03d23"", ""b2874be3-7b30-4d92-bfad-af7264d174cb"", ""d9becdb2-90ad-47ef-b721-f33a8422ad9b"", ""c7875686-e5b6-4714-bb7f-b1130d497b1f"", ""f8336477-6b09-4f69-b190-80976061b5cc"", ""9d89cdd4-d816-4449-8654-6729a0697901"", ""73b94ced-850b-471b-b87b-6f37cc51f514"", ""37b78919-374a-4299-bac9-8bccb35d3149"", ""1cc3f16f-dc55-4514-a9e4-42cc450053ff"", ""96d3be66-c884-4213-8cb0-2e53eab9cb5c"", ""5474c79f-18d8-4098-a3a7-43f0cfc48ef8"", ""7d46ca32-7e9c-4665-8983-d1dbc38b7208"", ""7e94195b-14e1-417f-aefc-bc807820b9d3"", ""ec99db7d-fa2f-45ad-9b46-6c0446072918"", ""20db4087-40e2-4eaa-a155-947593ecc984"", ""d307fcec-39ca-4d4d-94b0-e38c68b9c4ae"", ""d8fff866-2f71-4ac6-8757-5b33e976704c"", ""75b3d0dc-1943-46b3-8914-f4f5fd40bda4"", ""5a3c5d44-c3af-4ddf-b50a-e9b5be7246e8"", ""2c4419e9-ac35-4e5a-beb2-d82147902608"", ""a4b2fb16-ce98-4559-a7f1-f3f343776201"", ""540d11c6-2dc7-4bb1-b3cf-67a648ad4d5c"", ""34440dbb-f3d1-4d69-91e9-edd26ec1b3de"", ""012e40bd-c8f5-4499-b79f-fd0183758e88"", ""225b7c38-34ee-4879-a4b4-28e07ca25cbc"", ""2298bcfc-9ec6-44ce-914f-285df55c3fdd"", ""a2774a1d-728a-4d66-80c3-d9af11527109"", ""fbbe10c1-8c33-4fb6-9240-46098168d815"", ""2158aca2-34cd-4906-885e-19d3867e8328"", ""1a4e26fb-097c-4d4b-b272-b16d528a16c0""]",2025-10-17 06:51:04.591,2025-10-17 06:52:09.319,64728,t
